# Time-averaged data for fix 1com
# TimeStep Number-of-rows
# Row c_com[1] c_com[2] c_com[3]
0 10
2 28.1524 49.1994 48.1286
3 47.8611 58.0166 81.1233
4 77.9504 76.7331 49.6566
5 36.8541 24.2531 27.1279
6 54.4976 22.3301 29.7393
7 33.3095 48.3932 86.6281
8 38.0046 58.059 12.4168
9 29.4013 74.5904 69.3527
10 14.8923 63.5045 73.1064
328 10
1 8.8756 28.4358 43.4405
2 27.9359 49.187 48.5375
3 47.0917 58.0182 81.5375
4 77.6504 76.9801 49.7577
5 36.991 24.0398 26.7379
6 54.3767 22.933 29.1552
7 32.7736 48.9208 87.5813
8 37.0593 58.0386 12.1125
9 30.0996 74.9018 69.2491
10 15.6481 64.8048 73.646
332 10
1 8.16846 29.3063 43.1566
2 29.504 49.1961 48.9269
3 46.394 56.7423 80.9648
4 78.0927 78.4115 50.1554
5 36.1787 23.9743 27.532
6 54.1884 21.3043 29.7602
7 32.5251 49.0956 88.2078
8 36.8291 57.5739 12.3451
9 31.0639 74.5857 69.1825
10 16.5333 65.6388 74.2851
336 10
1 8.86319 30.0312 42.8717
2 29.8566 49.1704 50.19
3 46.3295 56.8594 80.1591
4 78.4032 78.2815 50.0595
5 36.2219 24.0128 28.1405
6 53.5113 20.7334 30.046
7 33.3497 49.4266 88.2998
8 37.0024 56.7015 14.0691
9 31.4331 75.102 69.6118
10 16.6289 65.9273 75.6449
340 10
1 8.96305 29.771 43.8346
2 30.0651 47.7132 49.7151
3 45.4926 55.7597 79.2373
4 77.9768 78.2045 50.5688
5 36.6875 25.0236 26.8119
6 54.2905 21.6542 30.5261
7 34.1142 48.9151 87.4429
8 36.7494 56.0395 14.4579
9 31.6391 76.3912 69.5843
10 17.7815 65.7266 75.3789
344 10
1 9.26141 31.0728 43.5404
2 29.7797 47.1237 48.3906
3 45.95 56.524 79.6086
4 77.9094 78.7115 50.7754
5 36.0141 24.7913 26.6114
6 54.2719 21.6815 30.2451
7 33.6703 47.987 86.8846
8 37.5935 55.0842 14.3528
9 32.1216 76.4931 68.9381
10 17.7015 66.2743 75.9819
348 10
1 9.26427 31.8458 42.6801
2 30.1396 48.9086 48.1156
3 45.1844 56.094 80.3813
4 78.0006 78.2774 51.4204
5 36.6659 25.3471 26.2048
6 54.6998 22.0689 28.3385
7 33.318 47.2768 87.0515
8 37.3847 54.1002 14.5559
9 32.5616 76.0226 68.3533
10 17.7727 64.7489 76.1397
352 10
1 8.68981 32.3509 42.3958
2 29.9544 48.3235 48.6665
3 45.6422 55.8799 80.2633
4 77.252 79.1971 50.8917
5 36.7147 25.5234 25.6438
6 54.7227 21.2734 28.3003
7 32.5671 47.3983 87.5266
8 37.7012 54.4665 15.2838
9 31.5207 77.3367 68.987
10 15.5338 64.3764 75.3864
356 10
1 9.48699 33.8088 42.8043
2 30.1336 49.4925 49.4786
3 45.6922 55.3293 80.425
4 77.5271 79.7738 50.7678
5 36.1817 26.6312 26.0484
6 54.0585 21.3027 27.7744
7 32.6461 46.9718 88.8199
8 38.0472 54.2246 16.1008
9 30.3534 77.0641 68.8902
10 15.7315 63.6474 76.0755
360 10
1 9.07424 34.5721 42.4592
2 31.1176 49.7259 50.3108
3 45.8748 54.7822 80.6332
4 77.2865 79.9406 50.8221
5 38.1696 26.6914 26.4419
6 54.8493 21.0842 27.5083
7 32.9869 48.9466 89.2187
8 38.7011 55.6629 15.8806
9 30.7607 77.7384 69.3824
10 14.767 64.5249 76.9785
364 10
1 9.54944 35.0538 42.3013
2 31.3603 49.7081 51.6123
3 44.5873 55.8554 81.2356
4 78.3178 79.0857 49.3562
5 39.3892 26.1019 25.9022
6 54.8913 20.851 27.4584
7 32.2489 50.8569 88.6895
8 37.4551 55.8856 15.0666
9 31.512 78.1407 69.5153
10 14.3978 65.468 77.6874
368 10
1 8.86282 34.3887 41.3464
2 31.5664 48.8506 51.4205
3 44.5655 56.917 82.1491
4 77.552 78.483 48.5573
5 40.7047 25.7482 25.7828
6 55.9656 20.9431 27.5146
7 33.6542 51.3072 88.7605
8 36.0513 55.9349 15.1107
9 32.5085 78.5581 69.2366
10 13.6938 66.5486 78.7727
372 10
1 8.26577 34.6638 39.8484
2 33.0105 48.2326 50.8472
3 44.7892 57.5609 81.9973
4 77.3242 79.0546 48.5691
5 40.2186 26.1791 25.1732
6 56.4505 21.3308 27.3131
7 33.6971 52.9697 88.5473
8 35.6141 55.4872 15.2048
9 32.361 78.3125 69.9502
10 11.9592 66.917 80.2305
376 10
1 7.23325 35.4956 39.4606
2 33.7916 49.1811 50.3435
3 44.7171 57.2356 81.7692
4 76.993 79.6075 48.5887
5 39.9832 26.3277 24.7994
6 56.6598 20.6905 27.1234
7 34.1314 53.383 89.0216
8 34.3742 54.8271 15.4975
9 32.4351 77.3476 70.1323
10 10.7685 67.122 80.2759
380 10
1 6.61665 35.1769 40.2386
2 33.6084 49.2275 50.1578
3 44.0189 57.1239 82.4454
4 76.1617 80.2567 48.8563
5 40.784 27.1281 26.6182
6 56.8434 20.3481 27.4935
7 33.7068 54.5244 89.7337
8 34.3451 55.6501 15.4807
9 32.576 77.1072 69.405
10 11.2607 66.9273 81.5386
384 10
1 6.93914 35.0289 40.455
2 32.7947 49.7992 49.355
3 44.3372 56.882 83.5173
4 76.0696 79.4887 49.5489
5 40.0529 27.7067 26.8575
6 55.2403 20.3134 27.4979
7 33.2442 54.8826 90.4812
8 34.6745 57.0027 15.9323
9 33.1463 77.5311 70.1976
10 11.6389 67.126 81.7132
388 10
1 6.83792 35.3624 40.2502
2 33.0293 48.5965 47.8579
3 45.034 57.6533 83.6615
4 75.1525 79.8116 49.8723
5 39.3598 27.199 27.3147
6 55.4723 20.1166 28.5879
7 34.1875 54.7632 90.9019
8 33.9925 57.5463 14.726
9 32.7729 76.922 69.8616
10 12.0928 68.4378 83.1114
392 10
1 5.95064 34.6856 41.2955
2 32.9274 48.2472 48.8263
3 45.2737 57.4036 82.6848
4 74.8528 79.8192 49.6362
5 41.2162 26.4348 26.1943
6 56.1429 20.3455 29.4121
7 35.2233 54.2056 90.6429
8 35.6034 57.1682 15.1011
9 32.9698 77.3023 70.2253
10 12.6949 68.2548 83.3083
396 10
1 4.6561 35.7876 40.4721
2 33.3173 48.0155 49.3808
3 45.2065 56.4864 82.7109
4 75.1436 79.5797 49.8962
5 40.9871 26.6691 25.7761
6 56.6768 20.8753 29.9359
7 35.2826 53.5272 89.3577
8 35.6045 56.7623 16.034
9 33.4987 77.6556 69.1379
10 12.9889 68.1816 83.2246
400 10
1 3.53666 36.2227 40.8614
2 33.7295 49.1484 48.1862
3 44.9463 56.1581 82.0034
4 75.0744 79.9104 49.9315
5 40.4988 27.3895 26.477
6 56.8222 21.5438 29.9089
7 35.453 53.2614 89.8694
8 35.0709 55.0918 14.1557
9 33.5436 77.8101 70.0006
10 13.4363 68.2597 82.4974
404 10
1 3.67192 35.4666 40.4558
2 33.9949 48.332 47.7775
3 43.7777 56.1787 82.5308
4 74.5949 79.1781 50.2132
5 40.5758 27.22 26.3709
6 56.3501 20.8587 30.6545
7 35.6952 53.1923 89.6345
8 35.1558 55.1909 13.3585
9 33.0085 78.1729 70.4085
10 13.3274 68.6927 83.8441
408 10
1 3.73101 36.0291 39.1418
2 33.1505 48.7338 48.1178
3 44.6823 54.9872 81.9373
4 73.5474 79.017 50.4236
5 40.985 26.0607 26.1481
6 56.2685 20.7967 31.1761
7 35.5607 53.6032 88.9052
8 34.9565 55.8711 13.0322
9 33.4331 78.6486 72.1264
10 14.0889 69.7185 83.9075
412 10
1 4.10877 35.119 39.1233
2 32.3165 48.3747 48.3241
3 45.4178 53.9924 82.8006
4 72.9916 79.0738 50.6185
5 40.2355 26.0721 25.8642
6 55.9517 20.5587 31.3473
7 36.1177 53.449 90.2868
8 35.0928 56.6295 13.2628
9 32.7865 78.8131 72.3376
10 15.0594 69.7898 83.7234
416 10
1 4.80753 35.4511 39.7602
2 31.3387 48.4254 48.4129
3 44.2269 54.0187 82.2157
4 72.4232 78.5432 50.6821
5 39.2349 25.6589 24.9371
6 54.8618 20.6961 31.284
7 36.8046 52.8134 89.9056
8 36.5886 57.0186 12.8489
9 32.4282 78.7901 71.1232
10 15.6972 69.0694 82.2992
420 10
1 4.20655 35.4794 40.7734
2 31.3285 47.7513 47.8538
3 44.4672 54.3569 82.8772
4 72.9236 79.3738 51.2908
5 38.3313 25.3157 24.5869
6 54.2079 20.1743 32.1706
7 36.487 53.494 90.1807
8 37.4621 57.9882 13.649
9 32.4133 77.3258 70.6706
10 15.362 68.8199 82.1295
424 10
1 3.93659 33.878 40.1991
2 30.7659 46.4529 47.3714
3 44.9981 55.2058 82.6934
4 72.7482 79.6138 51.5023
5 37.9133 25.4359 23.9977
6 54.1822 21.6445 32.3056
7 37.5151 53.6742 91.4041
8 36.972 58.3591 14.4573
9 33.4202 77.2047 70.6888
10 15.6791 69.3694 83.0028
428 10
1 4.43445 33.4139 40.7801
2 30.7107 46.9418 47.2232
3 45.7753 55.3825 84.427
4 72.2833 79.9623 51.7969
5 38.1596 25.8011 24.2425
6 54.5838 21.304 31.5299
7 36.8246 53.5489 91.6591
8 36.2631 59.2601 14.5553
9 33.2277 77.5275 71.5477
10 16.1188 68.906 83.3548
432 10
1 4.60079 33.4009 40.5604
2 31.2248 47.0291 47.8039
3 46.3735 55.8966 84.7003
4 72.0936 80.0149 51.6286
5 37.7619 26.7422 24.0078
6 55.8018 21.0934 29.8771
7 37.4617 54.0245 91.1208
8 37.2833 58.6889 14.6057
9 32.273 77.7356 70.9445
10 15.0856 68.3416 84.3428
436 10
1 4.93748 34.3214 40.7674
2 31.9984 46.7734 47.6854
3 47.344 56.0998 85.709
4 71.4359 79.4853 51.5776
5 38.8282 26.3484 23.6382
6 56.2969 20.9879 29.8669
7 38.1246 53.6608 91.0683
8 38.3813 59.2317 14.3052
9 32.0462 77.9392 70.8508
10 15.2329 67.6867 84.4006
440 10
1 5.64953 34.2919 40.7477
2 32.6987 47.0785 47.376
3 47.255 56.3153 85.932
4 70.492 79.9468 50.475
5 40.5035 26.3482 23.9305
6 58.1522 21.3769 30.0575
7 37.3644 53.3969 91.3641
8 38.537 58.5227 14.6076
9 31.9834 77.1953 71.2528
10 15.604 69.5581 85.0289
444 10
1 6.78326 35.1533 40.4309
2 33.1593 47.3952 47.6366
3 47.4998 57.1072 86.501
4 71.4469 81.0841 50.6614
5 41.4353 25.9658 23.3842
6 59.072 21.8337 30.927
7 37.8332 53.8883 91.0262
8 38.5633 58.4593 15.0692
9 32.1727 77.4034 71.9551
10 15.619 70.6558 84.922
448 10
1 7.04305 36.1218 39.9915
2 34.0343 46.8594 48.1512
3 47.1712 57.1041 86.0745
4 72.4194 81.6492 50.2128
5 41.172 24.8937 22.7681
6 59.2788 22.0218 30.9018
7 37.4092 55.1452 90.7029
8 38.3493 58.97 14.7672
9 31.7431 77.8388 70.7474
10 15.7135 69.3753 84.3321
452 10
1 7.01052 36.1673 39.31
2 34.2864 47.5594 48.8818
3 48.0626 57.2777 86.7843
4 72.1755 81.74 50.1383
5 41.0984 25.2433 22.5969
6 60.4222 21.7886 29.4242
7 37.2098 55.7638 90.9482
8 38.2256 60.6591 15.1907
9 31.6017 77.7669 70.7537
10 15.4447 69.5663 84.702
456 10
1 6.40571 34.8632 39.5273
2 33.0845 46.8614 49.5277
3 48.1124 58.2744 87.7929
4 71.4143 81.6937 50.24
5 40.3475 26.5528 22.6606
6 59.9208 22.4623 28.6044
7 37.7413 56.6331 92.1508
8 39.1106 60.0238 15.9535
9 32.5868 77.2223 72.0495
10 15.7408 70.7442 83.9477
460 10
1 6.0279 34.0005 38.9017
2 31.6783 47.7862 48.7654
3 48.2222 59.2026 88.0674
4 72.0373 81.7184 51.3336
5 39.3228 27.5249 22.594
6 57.4723 22.6323 28.3303
7 38.3439 56.5207 93.0863
8 38.7115 60.9712 16.9536
9 34.0235 76.9897 72.3768
10 16.2962 71.3136 83.6417
464 10
1 4.81624 33.4457 38.6331
2 31.5426 47.8929 48.8137
3 48.2564 58.3444 88.7988
4 71.6322 80.8806 51.5138
5 38.6029 28.7267 22.7173
6 56.3137 23.1884 28.0042
7 37.8295 56.909 94.1445
8 39.0937 61.9486 17.4162
9 35.1363 76.3722 72.9503
10 17.0275 70.8286 83.2888
468 10
1 4.0681 34.0233 39.2697
2 31.171 48.444 49.9299
3 48.6433 58.5593 89.1188
4 72.5492 80.4876 50.9116
5 38.605 28.9685 22.9984
6 55.8947 22.9661 27.9965
7 38.556 56.7303 94.1844
8 39.2929 62.528 17.4851
9 35.6006 76.0235 74.5059
10 17.722 70.6533 82.4364
472 10
1 3.50366 33.7181 38.9924
2 31.4154 47.2564 49.8578
3 48.588 58.1688 88.4165
4 72.0566 80.9287 49.6112
5 39.3801 28.861 23.7406
6 55.2434 24.2181 27.2938
7 39.4676 56.3917 95.4655
8 40.3402 62.3933 17.2672
9 35.2017 75.8898 75.3917
10 17.6547 70.9772 82.9554
476 10
1 3.13302 34.4706 37.1708
2 30.9809 46.8027 48.5539
3 48.5233 57.9846 88.6126
4 72.8836 81.238 49.4338
5 39.5941 28.8013 23.5495
6 55.7789 24.365 27.6958
7 38.8095 55.9492 95.5238
8 39.7662 62.3521 17.0894
9 36.0505 75.297 75.522
10 16.3555 72.785 83.2847
480 10
1 3.27035 34.5914 36.5886
2 30.9276 46.8774 49.0139
3 49.0586 57.5482 89.4508
4 72.9972 82.107 49.6253
5 41.66 27.6097 22.7614
6 55.7186 24.2839 28.2285
7 38.1268 56.0862 95.8149
8 39.3244 62.1751 17.2739
9 36.1847 74.6828 75.2516
10 15.3123 73.4787 83.515
484 10
1 2.89758 36.1512 37.862
2 30.3106 46.8166 48.8441
3 49.3519 57.1476 89.8879
4 73.2218 82.1266 49.7753
5 40.9896 27.0932 22.1755
6 55.506 23.9097 28.103
7 38.8237 56.0132 95.8955
8 38.7822 62.6727 17.3506
9 35.8753 75.3545 75.7316
10 15.5731 73.1795 84.3673
488 10
1 2.16439 36.9215 37.067
2 29.1763 46.7744 48.4025
3 50.6314 57.2551 89.03
4 72.9581 81.7081 49.5801
5 40.7527 26.6295 21.8995
6 54.3905 24.4453 27.2897
7 38.4724 54.181 95.4006
8 38.6603 61.5191 16.7098
9 35.6137 75.2131 76.0164
10 15.0483 74.7642 82.7481
492 10
1 2.21194 36.6087 36.5912
2 29.4442 47.3617 47.5039
3 50.1401 56.1522 89.0527
4 72.1488 81.1645 49.875
5 39.9237 26.5458 22.6906
6 54.0574 25.1305 26.9956
7 39.0675 53.0755 94.6781
8 39.5623 62.5133 16.8251
9 34.9131 75.3828 76.1838
10 15.403 74.4204 82.5639
496 10
1 1.50336 36.9958 36.4408
2 29.8299 47.1338 46.6798
3 48.9162 55.2278 89.1255
4 72.6798 82.1623 49.3819
5 41.6134 25.1582 23.22
6 54.0788 24.3647 26.5998
7 38.4751 51.6719 94.8492
8 39.5647 63.1938 16.0138
9 35.5475 74.2715 76.2192
10 15.2349 73.4891 82.1613
500 10
1 0.74361 36.5979 36.9838
2 30.3953 47.8003 45.9124
3 48.7034 55.5122 89.9496
4 73.5166 81.9184 49.3975
5 42.4899 24.829 22.5309
6 55.8436 23.629 26.4928
7 38.9053 52.8069 95.6624
8 39.0846 63.7819 14.9975
9 35.4252 75.0603 75.0629
10 15.2335 73.4372 82.1737
504 10
1 0.695546 37.1191 36.4335
2 32.0421 46.458 45.4979
3 47.4267 54.9746 90.0581
4 74.1902 81.9182 49.703
5 43.1119 23.798 22.0323
6 55.4372 23.8982 26.6295
7 39.0385 53.0189 96.0828
8 38.1713 62.8856 16.1095
9 35.0546 74.4939 76.1077
10 15.9377 74.182 79.9028
508 10
1 0.936549 36.857 35.7054
2 32.7099 45.2218 47.2735
3 46.5683 54.3101 90.933
4 74.4769 80.7074 49.2532
5 44.1675 23.499 23.0967
6 55.7033 22.2083 26.1315
7 38.0639 53.5139 96.7127
8 37.4826 62.4571 16.2966
9 34.9049 74.1624 76.8659
10 15.1875 74.9844 79.0841
512 10
1 0.941239 36.8271 36.546
2 32.4386 44.7316 46.9592
3 47.3837 54.9335 92.0904
4 73.2245 79.5779 49.6815
5 44.5422 23.3325 23.2122
6 55.3838 22.4258 26.5741
7 37.9047 53.4775 97.4647
8 36.8419 62.3872 16.83
9 35.2196 74.5813 76.0904
10 15.0767 76.2193 78.6793
516 10
1 1.61757 36.8328 35.3387
2 31.8776 43.9095 46.8066
3 47.7008 55.8679 92.7916
4 73.8436 79.0724 49.991
5 45.4747 23.164 23.9359
6 56.4985 23.2992 26.8177
7 36.9811 54.2563 96.3303
8 36.1032 61.8923 17.1345
9 35.1167 75.1721 74.5892
10 15.0617 76.5184 78.8355
520 10
1 0.628552 37.2161 37.3123
2 31.391 44.2598 46.2415
3 47.3922 55.27 93.1157
4 73.2783 79.4298 49.1702
5 45.2316 22.95 23.7489
6 57.0301 23.2555 27.0785
7 36.0646 54.6819 97.0557
8 36.1388 61.8816 17.3122
9 34.7368 74.6004 74.6306
10 15.683 75.8017 78.9963
524 10
1 0.265168 36.6198 36.111
2 32.0023 44.6685 46.6929
3 47.5759 55.2222 93.077
4 72.3998 79.1937 48.7178
5 45.8187 23.8434 23.6338
6 57.733 23.1787 25.6913
7 36.1753 54.8497 96.5437
8 36.5644 60.8548 17.2456
9 34.9953 74.9847 74.2916
10 15.2016 76.4694 79.6307
528 10
1 0.0359156 36.4125 36.2056
2 31.7392 43.9593 46.8132
3 49.2034 54.7782 93.9525
4 71.9524 78.0495 48.058
5 47.3334 24.1987 22.3848
6 58.5929 24.5156 24.3576
7 36.2699 55.6268 95.4235
8 35.524 60.5066 17.1253
9 34.9251 75.4374 74.3569
10 14.4115 75.9898 79.496
532 10
1 -0.305156 37.4913 36.446
2 31.866 42.8783 46.7073
3 49.7047 54.4346 94.9171
4 70.9993 79.0053 47.9272
5 46.7074 23.7856 22.4982
6 58.8103 24.9955 24.1066
7 36.6005 54.8962 95.7612
8 36.5146 60.8603 17.4651
9 35.2628 75.1691 73.828
10 14.0337 76.9497 79.6943
536 10
1 -0.0931158 36.9333 37.218
2 31.8529 42.4605 46.9852
3 50.1402 54.1456 94.506
4 70.6438 78.9305 47.9796
5 46.803 22.2922 22.1172
6 59.4861 24.1479 24.4141
7 37.0081 54.6825 96.3633
8 37.3843 60.5242 17.7307
9 34.6222 74.3204 73.132
10 15.2482 76.8743 79.7741
540 10
1 0.304639 37.223 38.4543
2 32.3659 42.3151 46.5384
3 49.3054 54.5263 94.0717
4 71.404 79.1727 47.3501
5 47.2234 22.2021 22.4035
6 59.2878 23.0137 24.871
7 37.4697 55.027 96.9077
8 38.6426 60.2446 18.0413
9 33.5062 74.2681 73.3741
10 15.3404 77.2677 79.7675
544 10
1 0.805298 37.5467 38.788
2 32.771 42.9632 46.5871
3 48.7847 54.1875 94.2767
4 71.6328 78.8639 45.6994
5 47.7454 21.6508 22.0879
6 59.1513 22.3979 24.6852
7 37.2455 53.7105 97.0815
8 38.9685 58.6737 18.8875
9 33.7985 73.9274 73.0978
10 15.0975 77.4684 79.7186
548 10
1 0.314872 37.0926 39.1252
2 32.2617 42.9309 46.2574
3 47.6347 54.1237 94.7035
4 71.1401 78.6795 45.1048
5 48.6892 21.7288 22.1675
6 58.1769 23.1138 22.5479
7 37.7282 54.6814 96.7508
8 38.7733 59.0716 18.4376
9 33.1845 75.2943 73.3848
10 14.8038 77.2122 79.3437
552 10
1 -0.0371987 36.2767 39.1458
2 33.3847 42.671 45.8373
3 47.4248 53.9393 95.1039
4 72.394 78.367 45.6044
5 49.0938 21.5374 22.442
6 58.6577 22.595 22.3118
7 37.6196 54.0636 97.4463
8 38.8021 58.4782 19.1072
9 32.6389 73.7048 73.4123
10 13.5039 76.5403 78.9966
556 10
1 0.371486 34.9206 38.5282
2 33.6897 42.3824 45.41
3 46.7046 53.9868 96.2696
4 72.4807 77.1732 45.6715
5 49.1087 21.7303 22.286
6 59.2049 22.458 22.1086
7 37.7232 53.8064 98.2068
8 38.7273 58.4151 19.7739
9 32.2954 74.2541 73.1948
10 12.3678 76.5809 77.842
560 10
1 0.399579 34.8333 37.7285
2 33.1288 43.6548 46.2522
3 46.4723 55.1383 96.0818
4 72.0299 77.2127 45.8081
5 49.0334 21.6997 22.2545
6 59.5915 22.948 21.72
7 37.9753 54.8527 98.5247
8 38.9257 59.6967 20.5144
9 32.6 74.8009 73.5401
10 12.4371 76.0343 78.0974
564 10
1 1.67771 32.5987 37.847
2 32.4597 42.4412 47.2042
3 45.8254 55.2588 96.498
4 72.6932 76.9453 46.932
5 48.0029 23.2232 21.7741
6 59.3313 23.5306 21.7339
7 37.124 54.6137 99.4584
8 38.0815 60.7679 20.7444
9 32.1194 74.5045 72.8378
10 11.3285 76.5748 78.8653
568 10
1 1.47346 32.7216 37.3227
2 31.5102 43.3733 47.2564
3 45.5909 55.4515 96.8322
4 73.1015 77.4794 46.2511
5 48.2537 23.9923 21.8055
6 59.9898 24.201 21.3048
7 37.5706 55.0403 100.281
8 37.0428 60.8812 21.5838
9 31.3496 75.0113 72.8236
10 10.2506 76.155 78.5359
572 10
1 1.50767 32.7953 37.085
2 31.1962 42.8881 47.3318
3 46.0858 55.6395 96.6836
4 72.7807 75.9176 45.8769
5 48.0244 23.9403 20.8246
6 60.8731 23.5021 21.923
7 36.6373 54.7774 99.3047
8 36.5754 60.0434 22.6855
9 31.2141 75.4284 72.9965
10 8.63649 76.5021 78.4405
576 10
1 0.140885 32.6374 37.1456
2 31.3907 42.1799 46.3295
3 46.1804 55.7172 97.0932
4 71.9623 76.76 45.1525
5 50.0139 23.7042 20.8267
6 61.9512 24.0164 21.7386
7 36.9929 55.1039 99.2634
8 37.3286 60.7468 21.8118
9 31.8894 75.5027 72.9537
10 7.0318 76.3483 78.3574
580 10
1 -0.207218 33.1963 38.1751
2 31.1393 42.9261 45.4077
3 46.9202 54.9793 98.0777
4 71.7223 77.6835 44.9173
5 49.8901 24.172 20.8193
6 61.2535 24.8126 21.8021
7 37.243 54.6267 98.6074
8 37.6647 61.0229 19.8276
9 32.4969 73.9456 73.4755
10 7.60392 75.4825 78.8639
584 10
1 -1.02383 34.0815 39.2679
2 31.7401 43.098 45.1316
3 46.0857 55.3261 97.2803
4 71.4738 78.198 45.887
5 49.8673 23.7968 21.5927
6 60.0411 25.3312 22.9079
7 35.9301 54.9824 98.5276
8 36.7755 60.2629 19.2875
9 32.4225 73.3189 73.7638
10 7.93731 75.6636 79.2594
588 10
1 -0.109628 33.7818 38.4977
2 31.5037 42.8382 44.5243
3 46.3544 55.0172 97.0421
4 71.741 78.8343 46.1942
5 49.3298 24.1148 22.0673
6 59.9286 24.6311 22.2814
7 35.6952 55.781 98.4818
8 35.7153 60.7484 18.8647
9 32.9205 73.0988 73.2556
10 6.57457 76.0975 79.791
592 10
1 -0.734761 33.5684 38.2451
2 31.1587 42.4439 45.2556
3 46.2158 55.4122 97.2037
4 70.9803 78.5862 46.8386
5 49.25 24.4289 21.2431
6 60.5732 24.7331 22.6103
7 35.6167 55.5309 99.2053
8 35.7411 60.4692 19.4464
9 33.8982 72.7543 71.9756
10 6.07495 76.6178 79.4402
596 10
1 -0.0407391 33.6139 38.8319
2 31.4327 42.8687 45.3029
3 46.3132 55.0446 97.9602
4 70.8898 79.3081 46.7489
5 48.5959 24.2332 21.109
6 60.6358 24.4138 23.7907
7 35.6374 55.5728 99.7095
8 34.9848 60.6036 19.9531
9 33.6192 72.9257 71.7468
10 5.83641 77.1736 78.1978
600 10
1 0.805888 34.2828 39.8487
2 30.5721 42.863 45.4131
3 44.8197 54.6769 97.7782
4 70.0901 79.3507 46.1102
5 49.5688 24.1925 22.4325
6 61.1685 23.8903 23.9178
7 35.8006 55.6783 100.614
8 35.3856 60.9418 20.3744
9 33.3844 72.7239 71.8385
10 6.76661 78.1178 79.2501
604 10
1 0.161476 33.1315 40.0403
2 28.9319 44.0429 45.9523
3 44.474 55.1489 97.1843
4 69.8292 79.3469 45.1803
5 51.0703 23.5465 21.2935
6 62.1113 23.7999 23.2925
7 36.6677 55.8683 101.043
8 35.5215 61.115 19.7592
9 33.1391 72.3871 71.051
10 6.34161 78.2935 79.3524
608 10
1 0.361067 33.5237 39.6087
2 28.6634 45.1684 45.9077
3 44.1501 53.9503 96.7542
4 70.1149 80.8679 44.8359
5 51.0108 25.2273 21.1276
6 61.2072 24.0244 22.6985
7 36.6246 55.0719 100.551
8 36.0694 60.3569 19.7899
9 33.2359 73.042 72.1001
10 6.32403 78.3979 79.3525
612 10
1 0.808178 33.7872 38.7945
2 28.9436 44.6093 45.794
3 44.8119 54.1118 97.1107
4 71.8391 80.64 45.2597
5 50.5611 24.7455 21.6319
6 60.7234 23.6008 23.1166
7 37.0582 54.6019 100.192
8 36.2648 59.8932 19.0646
9 33.7025 73.8536 72.1302
10 5.94604 78.9981 79.5707
616 10
1 2.42495 33.3819 38.5914
2 28.7002 43.6483 46.0172
3 44.9136 53.7494 97.3879
4 70.8864 80.3686 46.1517
5 50.3476 24.3085 21.2379
6 61.1877 24.3293 22.9994
7 37.0309 54.1946 100.343
8 35.4411 58.8706 18.5459
9 33.6555 72.9394 72.7263
10 4.75202 78.2039 78.5502
620 10
1 2.96409 34.3126 38.5086
2 28.4279 44.096 45.9022
3 44.817 54.3 96.1164
4 71.3069 81.848 45.0902
5 49.8955 23.8169 21.2265
6 60.2778 24.0562 22.6699
7 36.9243 53.7765 100.536
8 34.5261 58.3709 17.9348
9 33.7227 73.434 72.3481
10 4.21595 78.0013 78.1448
624 10
1 2.62183 35.0447 38.7034
2 27.2563 44.4878 45.4939
3 45.0321 54.231 96.3803
4 71.5804 82.8028 44.8307
5 50.1531 24.0844 21.6259
6 59.9987 24.4156 22.0464
7 36.9164 53.4793 100.708
8 35.1175 57.342 18.2951
9 33.6314 73.2137 72.7068
10 4.70296 78.4282 78.8997
628 10
1 3.76598 34.97 38.8167
2 26.6461 45.0289 44.9887
3 45.0693 53.7288 95.7856
4 71.5692 81.7621 43.6252
5 49.6359 23.7641 22.0898
6 59.5085 24.9149 21.9392
7 37.2253 52.9986 99.7444
8 35.2717 56.8919 17.5848
9 33.4055 72.9107 72.552
10 3.40421 79.3152 77.7844
632 10
1 3.31774 35.6788 39.9969
2 26.5228 45.2541 45.2227
3 45.1055 52.9869 95.7135
4 71.0028 81.4859 43.7375
5 50.2086 22.7735 21.1719
6 59.899 23.9691 21.4752
7 38.0277 53.2184 99.1569
8 36.6858 57.6953 16.6392
9 34.6283 73.6781 72.8454
10 4.12665 79.5983 78.0109
636 10
1 2.01113 35.6914 40.857
2 26.0415 44.5747 45.0835
3 45.2753 51.9468 94.7696
4 70.9118 81.7347 42.9602
5 49.8376 21.9609 20.7199
6 60.4792 23.2618 21.1745
7 38.9499 53.8257 99.3232
8 36.6131 57.662 15.045
9 34.5212 73.1428 72.6534
10 3.57076 79.2015 77.8047
640 10
1 1.86746 36.0368 41.4249
2 26.2128 44.4285 45.612
3 45.4116 52.3106 94.8745
4 70.3281 81.0709 43.3165
5 49.7245 22.3252 20.7886
6 61.0872 23.4319 20.943
7 38.6002 53.5787 98.8921
8 36.7794 57.6809 14.7834
9 35.4053 73.5019 72.5461
10 3.44111 80.3266 78.4142
644 10
1 1.7694 35.9271 41.9601
2 26.3122 43.0795 45.609
3 45.7081 52.2024 94.527
4 69.3173 79.8197 43.4609
5 49.4405 21.3835 20.7711
6 59.1763 22.2796 21.4082
7 38.3049 53.6379 98.0827
8 37.1376 57.6932 13.9676
9 34.7938 73.3298 71.9176
10 2.95076 81.0877 79.2977
648 10
1 0.843541 36.0554 43.8339
2 26.6928 42.7939 46.7142
3 45.7748 52.3096 94.0589
